year,degree_of_injury,industry,sub_industry,incident_type,incident_agent,incident_agent_sub_type,no._of_injuries
2013,Minor,"Community, Social & Personal Services","Libraries, Archives, Museums & Other Cultural Activities",Over-exertion/Strenuous Movements,Others,Others,1
2013,Minor,"Community, Social & Personal Services","Libraries, Archives, Museums & Other Cultural Activities",Striking against Objects,Others,Others - Furniture and Fittings,1
2013,Minor,"Community, Social & Personal Services","Libraries, Archives, Museums & Other Cultural Activities",Striking against Objects,Others,Others - Metal Items (excluding knives/needles),1
2013,Minor,"Community, Social & Personal Services","Libraries, Archives, Museums & Other Cultural Activities",Struck by Falling Objects,Others,Others,2
2013,Minor,"Community, Social & Personal Services","Libraries, Archives, Museums & Other Cultural Activities",Struck by Falling Objects,Others,"Others - Animals, Plants and Insects",1
2013,Minor,"Community, Social & Personal Services","Libraries, Archives, Museums & Other Cultural Activities",Struck by Moving Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,1
2013,Minor,"Community, Social & Personal Services","Libraries, Archives, Museums & Other Cultural Activities",Struck by Moving Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifts and Hoists,1
2013,Minor,"Community, Social & Personal Services","Libraries, Archives, Museums & Other Cultural Activities",Struck by Moving Objects,Others,Others,1
2013,Minor,"Community, Social & Personal Services","Libraries, Archives, Museums & Other Cultural Activities",Struck by Moving Objects,Others,Others - Wooden Items,1
2013,Minor,"Community, Social & Personal Services","Libraries, Archives, Museums & Other Cultural Activities",Work-related Traffic,Vehicles,Vehicles - Motor vehicles,1
2013,Minor,"Community, Social & Personal Services",Activities of Membership Organisations,Exposure to Hazardous Substances,Others,"Others - Dusts, Gas, Liquids and Chemicals",1
2013,Minor,"Community, Social & Personal Services",Activities of Membership Organisations,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Others,1
2013,Minor,"Community, Social & Personal Services",Activities of Membership Organisations,"Falls - Slips, Trips & Falls",Others,Others - Furniture and Fittings,1
2013,Minor,"Community, Social & Personal Services",Activities of Membership Organisations,"Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Floor/Level Surfaces,4
2013,Minor,"Community, Social & Personal Services",Activities of Membership Organisations,Over-exertion/Strenuous Movements,Others,Others,1
2013,Minor,"Community, Social & Personal Services",Activities of Membership Organisations,Over-exertion/Strenuous Movements,Others,Others - Furniture and Fittings,1
2013,Minor,"Community, Social & Personal Services",Activities of Membership Organisations,Striking against Objects,Vehicles,Vehicles - Motor vehicles,1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Others,4
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Caught in/ betw Objects,Means of Access,Means of Access - Scaffold,1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Caught in/ betw Objects,Others,Others,1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Caught in/ betw Objects,Others,Others - Furniture and Fittings,2
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Caught in/ betw Objects,Others,Others - Goods/Cargo,1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Cut/Stabbed by Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Others,1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Saws,1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Cut/Stabbed by Objects,Others,Others,4
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Cut/Stabbed by Objects,Others,Others - Furniture and Fittings,1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Cut/Stabbed by Objects,Others,Others - Glass Items,6
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Cut/Stabbed by Objects,Others,Others - Knives and Needles,13
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Cut/Stabbed by Objects,Others,Others - Metal Items (excluding knives/needles),1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Exposure to Biological Materials,Others,Others,1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Exposure to Biological Materials,Others,"Others - Animals, Plants and Insects",8
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Exposure to Extreme Temperatures,Others,Others,1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Exposure to Extreme Temperatures,Others,Others - Hot scalding liquid / Steam,6
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Exposure to Hazardous Substances,Others,Others - Metal Items (excluding knives/needles),1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Falls - Falls from Height,Means of Access,Means of Access - Ladders,2
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Others,1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Stairs or Steps,3
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,"Falls - Slips, Trips & Falls",Others,"Others - Animals, Plants and Insects",2
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,"Falls - Slips, Trips & Falls",Others,"Others - Dusts, Gas, Liquids and Chemicals",1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,"Falls - Slips, Trips & Falls",Others,Others - Furniture and Fittings,8
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,"Falls - Slips, Trips & Falls",Others,Others - Goods/Cargo,1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,"Falls - Slips, Trips & Falls",Others,Others - Human Factors,1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,"Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Floor/Level Surfaces,20
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,"Falls - Slips, Trips & Falls",Vehicles,Vehicles - Motor vehicles,2
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Over-exertion/Strenuous Movements,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Over-exertion/Strenuous Movements,Means of Access,Means of Access - Others,1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Over-exertion/Strenuous Movements,Others,Others,2
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Over-exertion/Strenuous Movements,Others,Others - Furniture and Fittings,3
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Over-exertion/Strenuous Movements,Others,Others - Goods/Cargo,3
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Over-exertion/Strenuous Movements,Others,Others - Human Factors,3
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Over-exertion/Strenuous Movements,Others,Others - Metal Items (excluding knives/needles),1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Physical Assault,Others,Others - Human Factors,3
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Striking against Objects,Others,Others - Furniture and Fittings,2
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Striking against Objects,Others,Others - Metal Items (excluding knives/needles),1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Striking against Objects,Others,Others - Wooden Items,1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Struck by Falling Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Struck by Falling Objects,Industrial Machines,Industrial Machines - Others,1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Struck by Falling Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Mobile Work Platform,1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Struck by Falling Objects,Others,Others,2
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Struck by Falling Objects,Others,Others - Ceramic Items,1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Struck by Falling Objects,Others,Others - Furniture and Fittings,4
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Struck by Falling Objects,Others,Others - Glass Items,1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Struck by Falling Objects,Others,Others - Goods/Cargo,2
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Struck by Falling Objects,Others,Others - Metal Items (excluding knives/needles),3
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Struck by Moving Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Struck by Moving Objects,Industrial Machines,Industrial Machines - Others,3
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Struck by Moving Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifting appliances / gears,1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Struck by Moving Objects,Others,Others,4
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Struck by Moving Objects,Others,"Others - Animals, Plants and Insects",2
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Struck by Moving Objects,Others,Others - Furniture and Fittings,3
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Struck by Moving Objects,Others,Others - Metal Items (excluding knives/needles),1
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Struck by Moving Objects,Vehicles,Vehicles - Motor vehicles,3
2013,Minor,"Community, Social & Personal Services",Other Personal Service Activities,Work-related Traffic,Vehicles,Vehicles - Motor vehicles,4
2013,Minor,"Community, Social & Personal Services",Public Administration & Defence,Caught in/ betw Objects,Others,Others - Furniture and Fittings,1
2013,Minor,"Community, Social & Personal Services",Public Administration & Defence,Caught in/ betw Objects,Vehicles,Vehicles - Motor vehicles,1
2013,Minor,"Community, Social & Personal Services",Public Administration & Defence,Cut/Stabbed by Objects,Others,Others - Glass Items,1
2013,Minor,"Community, Social & Personal Services",Public Administration & Defence,Exposure to Biological Materials,Others,"Others - Animals, Plants and Insects",3
2013,Minor,"Community, Social & Personal Services",Public Administration & Defence,Falls - Falls from Height,Means of Access,Means of Access - Ladders,1
2013,Minor,"Community, Social & Personal Services",Public Administration & Defence,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Stairs or Steps,8
2013,Minor,"Community, Social & Personal Services",Public Administration & Defence,"Falls - Slips, Trips & Falls",Others,Others,6
2013,Minor,"Community, Social & Personal Services",Public Administration & Defence,"Falls - Slips, Trips & Falls",Others,Others - Furniture and Fittings,2
2013,Minor,"Community, Social & Personal Services",Public Administration & Defence,"Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Floor/Level Surfaces,15
2013,Minor,"Community, Social & Personal Services",Public Administration & Defence,Over-exertion/Strenuous Movements,Means of Access,Means of Access - Ladders,1
2013,Minor,"Community, Social & Personal Services",Public Administration & Defence,Over-exertion/Strenuous Movements,Physical Workplace,Physical Workplace - Floor/Level Surfaces,2
2013,Minor,"Community, Social & Personal Services",Public Administration & Defence,Physical Assault,Others,Others - Human Factors,6
2013,Minor,"Community, Social & Personal Services",Public Administration & Defence,Striking against Objects,Industrial Machines,Industrial Machines - Transmission Machines,1
2013,Minor,"Community, Social & Personal Services",Public Administration & Defence,Striking against Objects,Others,Others - Furniture and Fittings,2
2013,Minor,"Community, Social & Personal Services",Public Administration & Defence,Struck by Falling Objects,Others,Others,1
2013,Minor,"Community, Social & Personal Services",Public Administration & Defence,Struck by Falling Objects,Others,Others - Furniture and Fittings,2
2013,Minor,"Community, Social & Personal Services",Public Administration & Defence,Struck by Falling Objects,Others,Others - Human Factors,1
2013,Minor,"Community, Social & Personal Services",Public Administration & Defence,Struck by Falling Objects,Others,Others - Metal Items (excluding knives/needles),1
2013,Minor,"Community, Social & Personal Services",Public Administration & Defence,Struck by Falling Objects,Pressurised Equipments,Pressurised Equipments - Air / Steam Receivers,1
2013,Minor,"Community, Social & Personal Services",Public Administration & Defence,Struck by Falling Objects,Vehicles,Vehicles - Motor vehicles,1
2013,Minor,"Community, Social & Personal Services",Public Administration & Defence,Struck by Moving Objects,Others,Others,3
2013,Minor,"Community, Social & Personal Services",Public Administration & Defence,Struck by Moving Objects,Vehicles,Vehicles - Motor vehicles,4
2013,Minor,"Community, Social & Personal Services",Public Administration & Defence,Work-related Traffic,Vehicles,Vehicles - Motor vehicles,2
2013,Minor,"Community, Social & Personal Services","Repair of Computers, Personal & Household Goods","Falls - Slips, Trips & Falls",Others,Others - Metal Items (excluding knives/needles),1
2013,Minor,"Community, Social & Personal Services","Repair of Computers, Personal & Household Goods",Struck by Falling Objects,Pressurised Equipments,Pressurised Equipments - Gas Cylinders,1
2013,Minor,"Community, Social & Personal Services","Repair of Computers, Personal & Household Goods",Struck by Moving Objects,Industrial Hand Tools,Industrial Hand Tools - Electrical hand tools,1
2013,Minor,"Community, Social & Personal Services","Repair of Computers, Personal & Household Goods",Struck by Moving Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Caught in/ betw Objects,Others,Others,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Caught in/ betw Objects,Others,Others - Furniture and Fittings,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Caught in/ betw Objects,Vehicles,Vehicles - Motor vehicles,3
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Collapse/Failure of Structure & Equipment,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Mobile / Crawler Cranes,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Cut/Stabbed by Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,5
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Cut/Stabbed by Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Others,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Cut/Stabbed by Objects,Others,Others,2
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Cut/Stabbed by Objects,Others,Others - Furniture and Fittings,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Cut/Stabbed by Objects,Others,Others - Glass Items,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Cut/Stabbed by Objects,Others,Others - Metal Items (excluding knives/needles),3
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Cut/Stabbed by Objects,Vehicles,Vehicles - Motor vehicles,2
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Exposure to Biological Materials,Others,Others,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Exposure to Extreme Temperatures,Others,Others - Hot scalding liquid / Steam,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Exposure to Extreme Temperatures,Vehicles,Vehicles - Motor vehicles,3
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Exposure to Hazardous Substances,Others,Others - Metal Items (excluding knives/needles),1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Falls - Falls from Height,Means of Access,Means of Access - Ladders,2
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,"Falls - Slips, Trips & Falls",Others,Others,5
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,"Falls - Slips, Trips & Falls",Others,Others - Furniture and Fittings,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,"Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Floor/Level Surfaces,7
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,"Falls - Slips, Trips & Falls",Pressurised Equipments,Pressurised Equipments - Pressurised Piping /  Accessories,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,"Falls - Slips, Trips & Falls",Vehicles,Vehicles - Motor vehicles,5
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Fires & Explosion,Others,Others,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Fires & Explosion,Others,"Others - Dusts, Gas, Liquids and Chemicals",1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Over-exertion/Strenuous Movements,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Over-exertion/Strenuous Movements,Industrial Machines,Industrial Machines - Others,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Over-exertion/Strenuous Movements,Others,Others - Goods/Cargo,3
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Over-exertion/Strenuous Movements,Others,Others - Metal Items (excluding knives/needles),1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Over-exertion/Strenuous Movements,Vehicles,Vehicles - Motor vehicles,2
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Striking against Objects,Others,Others,2
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Striking against Objects,Others,Others - Electrical Installation,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Striking against Objects,Others,Others - Furniture and Fittings,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Striking against Objects,Vehicles,Vehicles - Motor vehicles,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Struck by Falling Objects,Industrial Hand Tools,Industrial Hand Tools - Electrical hand tools,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Struck by Falling Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,3
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Struck by Falling Objects,Industrial Machines,Industrial Machines - Others,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Struck by Falling Objects,Others,Others - Furniture and Fittings,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Struck by Falling Objects,Others,Others - Goods/Cargo,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Struck by Falling Objects,Others,Others - Metal Items (excluding knives/needles),5
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Struck by Falling Objects,Vehicles,Vehicles - Motor vehicles,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Struck by Moving Objects,Industrial Hand Tools,Industrial Hand Tools - Electrical hand tools,2
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Struck by Moving Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Struck by Moving Objects,Industrial Machines,Industrial Machines - Others,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Struck by Moving Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Others,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Struck by Moving Objects,Others,Others,2
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Struck by Moving Objects,Others,Others - Furniture and Fittings,1
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Struck by Moving Objects,Others,Others - Metal Items (excluding knives/needles),2
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Struck by Moving Objects,Vehicles,Vehicles - Forklifts,2
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Struck by Moving Objects,Vehicles,Vehicles - Motor vehicles,9
2013,Minor,"Community, Social & Personal Services",Repair & Maintenance of Vehicles,Work-related Traffic,Vehicles,Vehicles - Motor vehicles,8
2013,Minor,"Community, Social & Personal Services",Social Services,Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Others,1
2013,Minor,"Community, Social & Personal Services",Social Services,Cut/Stabbed by Objects,Others,Others - Knives and Needles,3
2013,Minor,"Community, Social & Personal Services",Social Services,Exposure to Biological Materials,Others,"Others - Animals, Plants and Insects",1
2013,Minor,"Community, Social & Personal Services",Social Services,Exposure to Biological Materials,Others,Others - Biological Substances,1
2013,Minor,"Community, Social & Personal Services",Social Services,Exposure to Extreme Temperatures,Others,Others - Hot scalding liquid / Steam,2
2013,Minor,"Community, Social & Personal Services",Social Services,Falls - Falls from Height,Means of Access,Means of Access - Ladders,2
2013,Minor,"Community, Social & Personal Services",Social Services,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Stairs or Steps,4
2013,Minor,"Community, Social & Personal Services",Social Services,"Falls - Slips, Trips & Falls",Others,Others,3
2013,Minor,"Community, Social & Personal Services",Social Services,"Falls - Slips, Trips & Falls",Others,Others - Furniture and Fittings,1
2013,Minor,"Community, Social & Personal Services",Social Services,"Falls - Slips, Trips & Falls",Others,Others - Metal Items (excluding knives/needles),1
2013,Minor,"Community, Social & Personal Services",Social Services,"Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Floor/Level Surfaces,9
2013,Minor,"Community, Social & Personal Services",Social Services,Over-exertion/Strenuous Movements,Others,Others - Goods/Cargo,2
2013,Minor,"Community, Social & Personal Services",Social Services,Over-exertion/Strenuous Movements,Others,Others - Human Factors,4
2013,Minor,"Community, Social & Personal Services",Social Services,Over-exertion/Strenuous Movements,Physical Workplace,Physical Workplace - Floor/Level Surfaces,1
2013,Minor,"Community, Social & Personal Services",Social Services,Striking against Objects,Others,Others - Furniture and Fittings,2
2013,Minor,"Community, Social & Personal Services",Social Services,Struck by Falling Objects,Others,Others,1
2013,Minor,"Community, Social & Personal Services",Social Services,Struck by Falling Objects,Others,Others - Furniture and Fittings,3
2013,Minor,"Community, Social & Personal Services",Social Services,Struck by Moving Objects,Industrial Machines,Industrial Machines - Others,1
2013,Minor,"Community, Social & Personal Services",Social Services,Struck by Moving Objects,Others,Others,1
2013,Minor,"Community, Social & Personal Services",Social Services,Struck by Moving Objects,Others,Others - Furniture and Fittings,2
2013,Minor,"Community, Social & Personal Services",Social Services,Struck by Moving Objects,Others,Others - Human Factors,1
2013,Minor,"Community, Social & Personal Services",Social Services,Work-related Traffic,Vehicles,Vehicles - Motor vehicles,1
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,Cut/Stabbed by Objects,Others,Others,2
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,Cut/Stabbed by Objects,Others,Others - Ceramic Items,2
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,Cut/Stabbed by Objects,Others,Others - Glass Items,2
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,Cut/Stabbed by Objects,Others,Others - Knives and Needles,5
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,Exposure to Biological Materials,Others,"Others - Animals, Plants and Insects",1
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,Exposure to Extreme Temperatures,Industrial Machines,Industrial Machines - Others,1
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,Exposure to Extreme Temperatures,Others,"Others - Dusts, Gas, Liquids and Chemicals",1
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,Exposure to Extreme Temperatures,Others,Others - Hot scalding liquid / Steam,2
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,Falls - Falls from Height,Means of Access,Means of Access - Ladders,4
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Stairs or Steps,2
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,"Falls - Slips, Trips & Falls",Others,Others,2
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,"Falls - Slips, Trips & Falls",Others,Others - Metal Items (excluding knives/needles),1
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,"Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Floor/Level Surfaces,7
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,"Falls - Slips, Trips & Falls",Vehicles,Vehicles - Motor vehicles,1
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,Over-exertion/Strenuous Movements,Others,Others,3
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,Over-exertion/Strenuous Movements,Others,Others - Human Factors,2
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,Over-exertion/Strenuous Movements,Physical Workplace,Physical Workplace - Floor/Level Surfaces,1
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,Physical Assault,Others,Others - Human Factors,5
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,Stepping on Objects,Others,Others - Wooden Items,1
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,Striking against Objects,Others,Others,1
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,Striking against Objects,Others,Others - Furniture and Fittings,1
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,Struck by Falling Objects,Industrial Machines,Industrial Machines - Others,1
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,Struck by Falling Objects,Others,Others,1
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,Struck by Falling Objects,Others,"Others - Animals, Plants and Insects",1
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,Struck by Falling Objects,Others,Others - Furniture and Fittings,1
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,Struck by Falling Objects,Others,Others - Glass Items,1
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,Struck by Moving Objects,Industrial Machines,Industrial Machines - Drilling Machine,1
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,Struck by Moving Objects,Others,Others,2
2013,Minor,"Community, Social & Personal Services",Sports Activities & Amusement & Recreation Activities,Struck by Moving Objects,Others,Others - Metal Items (excluding knives/needles),1
2013,Minor,Construction,Civil Engineering,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Others,4
2013,Minor,Construction,Civil Engineering,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Transmission Machines,1
2013,Minor,Construction,Civil Engineering,Caught in/ betw Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifting appliances / gears,2
2013,Minor,Construction,Civil Engineering,Caught in/ betw Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifts and Hoists,2
2013,Minor,Construction,Civil Engineering,Caught in/ betw Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Mobile Work Platform,2
2013,Minor,Construction,Civil Engineering,Caught in/ betw Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Others,2
2013,Minor,Construction,Civil Engineering,Caught in/ betw Objects,Others,Others,4
2013,Minor,Construction,Civil Engineering,Caught in/ betw Objects,Others,Others - Ceramic Items,2
2013,Minor,Construction,Civil Engineering,Caught in/ betw Objects,Others,Others - Goods/Cargo,1
